KalmanPitch,KalmanYaw,LinearAccelMag,TotalAccelMag,GyroMag,lat,lng,kecepatan,sat,throttle,arus,millis
6.65,-8.43,0.50,9.91,1.20,-6.910185,107.672752,0.46,12,0,123.60,1728804
6.61,-8.95,0.50,9.94,3.19,-6.910185,107.672752,0.11,12,0,132.75,1729011
6.60,-9.03,0.44,9.92,1.11,-6.910185,107.672752,0.11,12,0,122.07,1729218
6.58,-9.05,0.34,9.87,0.96,-6.910185,107.672752,0.15,12,0,123.60,1729426
6.59,-9.07,0.46,9.94,0.91,-6.910185,107.672752,0.35,12,0,120.54,1729633
6.56,-9.06,0.41,9.86,0.73,-6.910185,107.672752,0.50,12,0,134.28,1729841
6.55,-9.16,0.45,9.85,1.24,-6.910185,107.672752,0.07,12,0,129.70,1730050
6.52,-9.18,0.34,9.93,0.89,-6.910185,107.672752,0.52,12,0,117.49,1730258
6.42,-9.34,0.29,9.91,1.55,-6.910185,107.672752,0.17,12,0,126.65,1730465
6.35,-9.42,0.29,9.85,1.21,-6.910185,107.672752,0.24,12,0,131.23,1730672
6.29,-9.42,0.27,9.83,0.84,-6.910185,107.672752,0.11,12,0,129.70,1730879
6.29,-9.43,0.35,9.83,0.92,-6.910185,107.672752,0.43,12,0,123.60,1731086
6.28,-9.38,0.36,9.92,0.65,-6.910185,107.672752,0.37,12,0,126.65,1731293
6.25,-9.46,0.45,9.98,1.11,-6.910184,107.672752,0.69,12,0,117.49,1731502
6.20,-9.46,0.38,9.88,0.83,-6.910184,107.672752,0.69,12,0,122.07,1731709
6.20,-9.46,0.39,9.88,0.81,-6.910184,107.672752,0.37,12,0,128.17,1731916
6.13,-9.48,0.40,9.75,0.84,-6.910184,107.672752,0.31,12,0,128.17,1732123
6.09,-9.47,0.43,9.84,0.67,-6.910184,107.672752,0.19,12,0,122.07,1732330
6.10,-9.49,0.40,9.91,0.97,-6.910184,107.672752,0.44,12,0,122.07,1732537
6.10,-9.58,0.42,9.83,1.21,-6.910184,107.672752,0.30,12,0,119.02,1732746
6.06,-9.48,0.36,9.92,0.48,-6.910184,107.672752,0.30,12,0,123.60,1732953
6.11,-9.79,0.70,9.86,2.32,-6.910184,107.672752,0.30,12,0,134.28,1733160
6.13,-9.55,0.39,9.88,0.69,-6.910183,107.672752,0.09,12,0,119.02,1733367
6.12,-9.56,0.32,9.86,1.00,-6.910183,107.672752,0.57,12,0,115.97,1733574
6.11,-9.56,0.42,9.87,0.82,-6.910183,107.672752,0.22,12,0,120.54,1733781
6.09,-9.48,0.32,9.87,0.64,-6.910183,107.672752,0.04,12,0,129.70,1733988
6.06,-9.39,0.31,9.97,0.51,-6.910183,107.672752,0.30,12,0,128.17,1734197
6.03,-9.40,0.34,9.90,0.84,-6.910183,107.672752,0.13,12,0,132.75,1734404
6.04,-9.31,0.40,9.86,0.63,-6.910183,107.672752,0.17,12,0,122.07,1734611
6.00,-9.25,0.20,9.79,0.75,-6.910182,107.672760,0.33,12,0,122.07,1734818
6.04,-9.12,0.45,9.88,0.81,-6.910182,107.672760,0.54,12,0,131.23,1735026
6.08,-9.41,0.58,9.80,2.04,-6.910183,107.672760,0.11,12,0,119.02,1735233
6.05,-9.29,0.34,9.88,0.36,-6.910183,107.672760,0.35,12,0,134.28,1735440
6.05,-9.31,0.38,9.90,1.00,-6.910183,107.672760,0.09,12,0,132.75,1735649
6.04,-9.27,0.29,9.89,0.83,-6.910183,107.672760,0.09,12,0,131.23,1735856
6.04,-9.35,0.37,9.94,1.19,-6.910182,107.672752,0.09,12,0,122.07,1736063
6.07,-9.40,0.34,9.95,1.12,-6.910182,107.672752,0.09,12,0,125.12,1736270
6.00,-10.14,0.90,9.73,4.09,-6.910182,107.672752,0.19,12,0,128.17,1736477
6.02,-10.18,0.46,9.89,1.02,-6.910182,107.672752,0.09,12,0,132.75,1736684
5.96,-10.10,0.29,9.84,0.48,-6.910182,107.672752,0.41,12,0,125.12,1736891
5.88,-10.14,0.43,9.92,1.01,-6.910182,107.672752,0.09,12,0,131.23,1737100
5.93,-10.09,0.44,9.77,0.82,-6.910182,107.672752,0.37,12,0,128.17,1737307
5.87,-10.05,0.59,9.81,0.63,-6.910182,107.672752,0.54,12,0,131.23,1737514
5.86,-10.13,0.52,9.93,1.15,-6.910182,107.672752,0.41,12,0,129.70,1737721
5.80,-10.03,0.51,9.90,0.47,-6.910182,107.672752,0.20,12,0,128.17,1737928
5.78,-10.19,0.49,9.90,1.52,-6.910182,107.672752,0.15,12,0,129.70,1738135
5.79,-9.99,0.76,9.73,1.05,-6.910182,107.672752,0.11,12,0,0.00,1738344
5.72,-10.01,0.15,9.94,1.13,-6.910182,107.672752,0.11,12,0,10.68,1738551
5.69,-9.95,0.37,9.91,0.62,-6.910182,107.672752,0.00,12,0,7.63,1738758
5.69,-9.93,0.43,9.85,0.75,-6.910182,107.672752,0.00,12,0,13.73,1738965
5.68,-9.87,0.32,9.85,0.69,-6.910183,107.672752,0.00,12,0,10.68,1739172
5.62,-9.84,0.43,9.87,0.78,-6.910183,107.672752,0.28,12,0,12.21,1739379
5.61,-9.88,0.44,9.90,0.99,-6.910183,107.672752,0.26,12,0,6.10,1739586
5.59,-9.94,0.40,9.87,1.10,-6.910183,107.672752,0.13,12,0,6.10,1739795
5.62,-9.86,0.39,9.91,0.63,-6.910183,107.672752,0.07,12,0,7.63,1740002
5.62,-9.89,0.33,9.93,1.04,-6.910184,107.672752,0.15,12,0,0.00,1740209
5.58,-9.80,0.21,9.83,0.51,-6.910184,107.672760,0.15,12,0,7.63,1740416
5.61,-9.77,0.42,10.01,0.96,-6.910184,107.672760,0.07,12,0,7.63,1740623
5.63,-9.96,0.79,9.76,1.53,-6.910184,107.672760,0.06,12,0,6.10,1740830
5.59,-9.47,0.35,9.87,1.59,-6.910184,107.672760,0.24,12,0,9.16,1741037
5.52,-10.21,1.27,10.03,4.20,-6.910184,107.672760,0.19,12,0,6.10,1741246
5.45,-10.66,0.65,9.93,2.94,-6.910184,107.672760,0.52,12,0,0.00,1741453
5.43,-11.24,0.98,9.90,3.61,-6.910184,107.672760,0.15,12,0,9.16,1741660
5.45,-11.53,0.79,9.93,2.23,-6.910185,107.672760,0.37,12,0,6.10,1741867
5.38,-11.47,0.37,10.02,0.76,-6.910185,107.672760,0.31,12,0,0.00,1742074
5.34,-11.57,0.50,9.87,1.32,-6.910185,107.672760,0.33,12,0,6.10,1742280
5.30,-8.92,1.36,9.38,12.14,-6.910185,107.672760,0.19,12,0,9.16,1742487
5.24,-8.90,0.50,9.86,0.53,-6.910185,107.672760,0.39,12,0,10.68,1742696
5.24,-8.68,0.57,9.80,0.69,-6.910185,107.672760,0.33,12,0,6.10,1742903
